Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
8,pub.1126504543,10.1016/j.eururo.2020.03.027,32279903,PMC7146681,Considerations in the Triage of Urologic Surgeries During the COVID-19 Pandemic,Blank,Blank,European Urology,,,2020-04,2020,,,,All OA; Gold,Article,"Stensland, Kristian D.; Morgan, Todd M.; Moinzadeh, Alireza; Lee, Cheryl T.; Briganti, Alberto; Catto, James W.F.; Canes, David",Blank,"Canes, David (Lahey Hospital and Medical Center)","Stensland, Kristian D. (Lahey Hospital and Medical Center); Morgan, Todd M. (University of Michigan); Moinzadeh, Alireza (Lahey Hospital and Medical Center); Lee, Cheryl T. (The Ohio State University); Briganti, Alberto (); Catto, James W.F. (University of Sheffield); Canes, David (Lahey Hospital and Medical Center)",The Ohio State University; University of Michigan; Lahey Hospital and Medical Center; University of Sheffield,grid.261331.4; grid.214458.e; grid.415731.5; grid.11835.3e,United States; United States; United States; United Kingdom,,12,12,,,1,https://doi.org/10.1016/j.eururo.2020.03.027,https://app.dimensions.ai/details/publication/pub.1126504543,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04
6,pub.1127428295,10.1097/sla.0000000000003926,32379080,PMC7224623,Protecting Surgical Teams During the COVID-19 Outbreak: A Narrative Review and Clinical Considerations.,Blank,Blank,Annals of Surgery,,,2020-04,2020,,,1,Closed,Article,"Brat, Gabriel A; Hersey, Sean; Chhabra, Karan; Gupta, Alok; Scott, John",Blank,,"Brat, Gabriel A (Beth Israel Deaconess Medical Center; Harvard University); Hersey, Sean (Beth Israel Deaconess Medical Center); Chhabra, Karan (University of Michigan; University of Michigan; Brigham and Women's Hospital); Gupta, Alok (Beth Israel Deaconess Medical Center); Scott, John (University of Michigan; University of Michigan)",University of Michigan; Harvard University; Beth Israel Deaconess Medical Center; Brigham and Women's Hospital,grid.214458.e; grid.38142.3c; grid.239395.7; grid.62560.37,United States; United States; United States; United States,,3,3,,,,,https://app.dimensions.ai/details/publication/pub.1127428295,11 Medical and Health Sciences,,Blank,Blank,2020-04
4,pub.1127150925,10.1016/j.jacr.2020.04.025,32360525,PMC7183977,"COVID-19 and Your Radiology Practice: Case Triage, Staffing Strategies, and Addressing Revenue Concerns",Blank,Blank,Journal of the American College of Radiology,,,2020-04,2020,,,,"All OA; Green, Accepted & Submitted",Article,"Lee, Christoph I.; Raoof, Sabiha; Patel, Samir B.; Pyatt, Robert S.; Kirsch, David S.; Mossa-Basha, Mahmud; Recht, Michael; Carlos, Ruth C.",Blank,"Carlos, Ruth C. (University of Michigan)","Lee, Christoph I. (); Raoof, Sabiha (); Patel, Samir B. (); Pyatt, Robert S. (); Kirsch, David S. (); Mossa-Basha, Mahmud (); Recht, Michael (New York University); Carlos, Ruth C. (University of Michigan)",New York University; University of Michigan,grid.137628.9; grid.214458.e,United States; United States,,0,0,,,13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7183977,https://app.dimensions.ai/details/publication/pub.1127150925,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04
4,pub.1126655426,10.1016/j.jtcvs.2020.04.006,,PMC7194800,COVID-19: Crisis Management in Congenital Heart Surgery,Blank,Blank,Journal of Thoracic and Cardiovascular Surgery,,,2020-04,2020,,,,All OA; Gold,Article,"Stephens, Elizabeth H.; Dearani, Joseph A.; Guleserian, Kristine J.; Overman, David M.; Tweddell, James S.; Backer, Carl L.; Romano, Jennifer C.; Bacha, Emile",Blank,"Dearani, Joseph A. (Mayo Clinic)","Stephens, Elizabeth H. (Mayo Clinic); Dearani, Joseph A. (Mayo Clinic); Guleserian, Kristine J. (Medical City Children's Hospital); Overman, David M. (); Tweddell, James S. (University of Cincinnati); Backer, Carl L. (Lurie Children's Hospital); Romano, Jennifer C. (University of Michigan); Bacha, Emile (Columbia University)",Medical City Children's Hospital; Lurie Children's Hospital; University of Michigan; Columbia University; University of Cincinnati; Mayo Clinic,grid.414873.d; grid.413808.6; grid.214458.e; grid.21729.3f; grid.24827.3b; grid.66875.3a,United States; United States; United States; United States; United States; United States,,0,0,,,9,https://doi.org/10.1016/j.jtcvs.2020.04.006,https://app.dimensions.ai/details/publication/pub.1126655426,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04
3,pub.1126886338,10.1016/j.jacr.2020.04.024,,PMC7177099,Management of Lung Nodules and Lung Cancer Screening During the COVID-19 Pandemic: CHEST Expert Panel Report,Blank,Blank,Journal of the American College of Radiology,,,2020-04,2020,,,,All OA; Gold,Article,"Mazzone, Peter J.; Gould, Michael K.; Arenberg, Douglas A.; Chen, Alexander C.; Choi, Humberto K.; Detterbeck, Frank C.; Farjah, Farhood; Fong, Kwun M.; Iaccarino, Jonathan M.; Janes, Samuel M.; Kanne, Jeffrey P.; Kazerooni, Ella A.; MacMahon, Heber; Naidich, David P.; Powell, Charles A.; Raoof, Suhail; Rivera, M. Patricia; Tanner, Nichole T.; Tanoue, Lynn K.; Tremblay, Alain; Vachani, Anil; White, Charles S.; Wiener, Renda Soylemez; Silvestri, Gerard A.",Blank,"Mazzone, Peter J. (Cleveland Clinic)","Mazzone, Peter J. (Cleveland Clinic); Gould, Michael K. (); Arenberg, Douglas A. (University of Michigan); Chen, Alexander C. (Washington University in St. Louis); Choi, Humberto K. (Cleveland Clinic); Detterbeck, Frank C. (Yale University); Farjah, Farhood (University of Washington); Fong, Kwun M. (Prince Charles Hospital); Iaccarino, Jonathan M. (Boston University); Janes, Samuel M. (University College London); Kanne, Jeffrey P. (University of Wisconsin–Madison); Kazerooni, Ella A. (University of Michigan); MacMahon, Heber (University of Chicago); Naidich, David P. (New York University Langone Medical Center); Powell, Charles A. (Icahn School of Medicine at Mount Sinai); Raoof, Suhail (Lenox Hill Hospital); Rivera, M. Patricia (University of North Carolina System); Tanner, Nichole T. (Medical University of South Carolina); Tanoue, Lynn K. (Yale University); Tremblay, Alain (University of Calgary); Vachani, Anil (); White, Charles S. (); Wiener, Renda Soylemez (Edith Nourse Rogers Memorial Veterans Hospital); Silvestri, Gerard A. (Medical University of South Carolina)",Yale University; Prince Charles Hospital; University College London; Washington University in St. Louis; University of Michigan; University of Washington; University of Wisconsin–Madison; University of Chicago; New York University Langone Medical Center; Medical University of South Carolina; Lenox Hill Hospital; University of Calgary; Icahn School of Medicine at Mount Sinai; Boston University; Edith Nourse Rogers Memorial Veterans Hospital; Cleveland Clinic; University of North Carolina System,grid.47100.32; grid.415184.d; grid.83440.3b; grid.4367.6; grid.214458.e; grid.34477.33; grid.14003.36; grid.170205.1; grid.240324.3; grid.259828.c; grid.415895.4; grid.22072.35; grid.59734.3c; grid.189504.1; grid.414326.6; grid.239578.2; grid.410711.2,United States; Australia; United Kingdom; United States; United States; United States; United States; United States; United States; United States; United States; Canada; United States; United States; United States; United States; United States,,0,0,,,30,https://doi.org/10.1016/j.jacr.2020.04.024,https://app.dimensions.ai/details/publication/pub.1126886338,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04
3,pub.1126770144,10.3171/2020.4.spine20468,32302989,PMC7164398,Editorial. COVID-19 and spinal surgery.,Blank,Blank,Journal of Neurosurgery Spine,,,2020-04,2020,,,1-3,All OA; Gold,Article,"Ghogawala, Zoher; Kurpad, Shekar; Falavigna, Asdrubal; Groff, Michael W; Sciubba, Daniel M; Wu, Jau-Ching; Park, Paul; Berven, Sigurd; Hoh, Daniel J; Bisson, Erica F; Steinmetz, Michael P; Wang, Marjorie C; Chou, Dean; Sansur, Charles A; Smith, Justin S; Tumialán, Luis M",Blank,,"Ghogawala, Zoher (Lahey Hospital and Medical Center); Kurpad, Shekar (Medical College of Wisconsin); Falavigna, Asdrubal (); Groff, Michael W (Brigham and Women's Hospital); Sciubba, Daniel M (Johns Hopkins University); Wu, Jau-Ching (Taipei Veterans General Hospital); Park, Paul (University of Michigan); Berven, Sigurd (University of California, San Francisco); Hoh, Daniel J (University of Florida); Bisson, Erica F (University of Utah); Steinmetz, Michael P (Cleveland Clinic); Wang, Marjorie C (Medical College of Wisconsin); Chou, Dean (University of California, San Francisco); Sansur, Charles A (); Smith, Justin S (University of Virginia Medical Center); Tumialán, Luis M ()","University of Michigan; Taipei Veterans General Hospital; Medical College of Wisconsin; Johns Hopkins University; University of Utah; University of California, San Francisco; University of Florida; Brigham and Women's Hospital; Lahey Hospital and Medical Center; Cleveland Clinic; University of Virginia Medical Center",grid.214458.e; grid.278247.c; grid.30760.32; grid.21107.35; grid.223827.e; grid.266102.1; grid.15276.37; grid.62560.37; grid.415731.5; grid.239578.2; grid.412597.c,United States; Taiwan; United States; United States; United States; United States; United States; United States; United States; United States; United States,,1,1,,,36,https://thejns.org/downloadpdf/journals/j-neurosurg-spine/aop/article-10.3171-2020.4.SPINE20468/article-10.3171-2020.4.SPINE20468.pdf,https://app.dimensions.ai/details/publication/pub.1126770144,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04
3,pub.1126770143,10.3171/2020.4.peds20240,32302988,PMC7164397,Editorial. Pediatric neurosurgery along with Children's Hospitals' innovations are rapid and uniform in response to the COVID-19 pandemic.,Blank,Blank,Journal of Neurosurgery Pediatrics,,,2020-04,2020,,,1-3,All OA; Gold,Article,"Weiner, Howard L; Adelson, P David; Brockmeyer, Douglas L; Maher, Cormac O; Gupta, Nalin; Smyth, Matthew D; Jea, Andrew; Blount, Jeffrey P; Riva-Cambrin, Jay; Lam, Sandi K; Ahn, Edward S; Albert, Gregory W; Leonard, Jeffrey R",Blank,,"Weiner, Howard L (Baylor College of Medicine); Adelson, P David (University of Arizona); Brockmeyer, Douglas L (University of Utah); Maher, Cormac O (University of Michigan); Gupta, Nalin (University of California, San Francisco); Smyth, Matthew D (Washington University in St. Louis); Jea, Andrew (Indiana University – Purdue University Indianapolis); Blount, Jeffrey P (); Riva-Cambrin, Jay (University of Calgary); Lam, Sandi K (Lurie Children's Hospital); Ahn, Edward S (); Albert, Gregory W (University of Arkansas for Medical Sciences); Leonard, Jeffrey R ()","Lurie Children's Hospital; University of Arizona; Washington University in St. Louis; University of Calgary; University of California, San Francisco; University of Arkansas for Medical Sciences; University of Michigan; Indiana University – Purdue University Indianapolis; Baylor College of Medicine; University of Utah",grid.413808.6; grid.134563.6; grid.4367.6; grid.22072.35; grid.266102.1; grid.241054.6; grid.214458.e; grid.257413.6; grid.39382.33; grid.223827.e,United States; United States; United States; Canada; United States; United States; United States; United States; United States; United States,,0,0,,,16,https://thejns.org/downloadpdf/journals/j-neurosurg-pediatr/aop/article-10.3171-2020.4.PEDS20240/article-10.3171-2020.4.PEDS20240.pdf,https://app.dimensions.ai/details/publication/pub.1126770143,11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,,Blank,Blank,2020-04
2,pub.1126909209,10.3171/2020.4.jns201099,32330900,PMC7179965,Editorial. COVID-19 and neurosurgical practice: an interim report.,Blank,Blank,Journal of Neurosurgery,,,2020-04,2020,,,1-2,All OA; Gold,Article,"Amin-Hanjani, Sepideh; Bambakidis, Nicholas C; Barker, Fred G; Carter, Bob S; Cockroft, Kevin M; Du, Rose; Fraser, Justin F; Hamilton, Mark G; Huang, Judy; Jane, John A; Jensen, Randy L; Kaplitt, Michael G; Kaufmann, Anthony M; Pilitsis, Julie G; Riina, Howard A; Schulder, Michael; Vogelbaum, Michael A; Yang, Lynda J S; Zada, Gabriel",Blank,,"Amin-Hanjani, Sepideh (University of Illinois at Chicago); Bambakidis, Nicholas C (University Hospitals Case Medical Center); Barker, Fred G (Massachusetts General Hospital); Carter, Bob S (Massachusetts General Hospital); Cockroft, Kevin M (Penn State Milton S. Hershey Medical Center); Du, Rose (Brigham and Women's Hospital); Fraser, Justin F (University of Kentucky); Hamilton, Mark G (University of Calgary); Huang, Judy (Johns Hopkins University); Jane, John A (University of Virginia); Jensen, Randy L (Huntsman Cancer Institute); Kaplitt, Michael G (Cornell University); Kaufmann, Anthony M (University of Manitoba); Pilitsis, Julie G (Albany Medical College); Riina, Howard A (New York University); Schulder, Michael (Hofstra University); Vogelbaum, Michael A (); Yang, Lynda J S (University of Michigan); Zada, Gabriel (University of Southern California)",Brigham and Women's Hospital; University of Virginia; New York University; Albany Medical College; Johns Hopkins University; Penn State Milton S. Hershey Medical Center; Cornell University; Huntsman Cancer Institute; University of Kentucky; Hofstra University; University of Michigan; Massachusetts General Hospital; University of Illinois at Chicago; University of Manitoba; University of Southern California; University Hospitals Case Medical Center; University of Calgary,grid.62560.37; grid.27755.32; grid.137628.9; grid.413558.e; grid.21107.35; grid.240473.6; grid.5386.8; grid.479969.c; grid.266539.d; grid.257060.6; grid.214458.e; grid.32224.35; grid.185648.6; grid.21613.37; grid.42505.36; grid.443867.a; grid.22072.35,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; Canada; United States; United States; Canada,,1,1,,,14,https://thejns.org/downloadpdf/journals/j-neurosurg/aop/article-10.3171-2020.4.JNS201099/article-10.3171-2020.4.JNS201099.pdf,https://app.dimensions.ai/details/publication/pub.1126909209,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04
2,pub.1126863757,10.1016/j.jacr.2020.04.017,,PMC7174191,Pandemic,Blank,Blank,Journal of the American College of Radiology,,,2020-04,2020,,,,All OA; Gold,Article,"Carlos, Ruth C.",Blank,,"Carlos, Ruth C. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://doi.org/10.1016/j.jacr.2020.04.017,https://app.dimensions.ai/details/publication/pub.1126863757,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04
187,pub.1125952501,10.1001/jamaoto.2020.0780,32232423,,Safety Recommendations for Evaluation and Surgery of the Head and Neck During the COVID-19 Pandemic,Blank,Blank,JAMA Otolaryngology - Head & Neck Surgery,,,2020-03-31,2020,146,6,,All OA; Gold,Article,"Givi, Babak; Schiff, Bradley A.; Chinn, Steven B.; Clayburgh, Daniel; Iyer, N. Gopalakrishna; Jalisi, Scharukh; Moore, Michael G.; Nathan, Cherie-Ann; Orloff, Lisa A.; O’Neill, James P.; Parker, Noah; Zender, Chad; Morris, Luc G. T.; Davies, Louise",Blank,"Givi, Babak (New York University)","Givi, Babak (New York University); Schiff, Bradley A. (Montefiore Medical Center); Chinn, Steven B. (University of Michigan); Clayburgh, Daniel (Oregon Health & Science University); Iyer, N. Gopalakrishna (National Cancer Centre Singapore); Jalisi, Scharukh (Beth Israel Deaconess Medical Center); Moore, Michael G. (Indiana University – Purdue University Indianapolis); Nathan, Cherie-Ann (Louisiana State University); Orloff, Lisa A. (Lucile Packard Children's Hospital); O’Neill, James P. (); Parker, Noah (Indiana University – Purdue University Indianapolis); Zender, Chad (University of Cincinnati); Morris, Luc G. T. (Memorial Sloan Kettering Cancer Center); Davies, Louise (White River Junction VA Medical Center)",Oregon Health & Science University; Beth Israel Deaconess Medical Center; Indiana University – Purdue University Indianapolis; National Cancer Centre Singapore; Memorial Sloan Kettering Cancer Center; University of Michigan; New York University; University of Cincinnati; White River Junction VA Medical Center; Montefiore Medical Center; Lucile Packard Children's Hospital; Louisiana State University,grid.5288.7; grid.239395.7; grid.257413.6; grid.410724.4; grid.51462.34; grid.214458.e; grid.137628.9; grid.24827.3b; grid.413726.5; grid.240283.f; grid.414123.1; grid.64337.35,United States; United States; United States; Singapore; United States; United States; United States; United States; United States; United States; United States; United States,,46,46,,,113,https://jamanetwork.com/journals/jamaotolaryngology/articlepdf/2764032/jamaotolaryngology_givi_2020_sc_200001.pdf,https://app.dimensions.ai/details/publication/pub.1125952501,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-03-31
37,pub.1126020192,10.1101/2020.03.28.013607,,,Computational Design of Peptides to Block Binding of the SARS-CoV-2 Spike Protein to Human ACE2,Blank,Blank,bioRxiv,,,2020-03-31,2020,,,2020.03.28.013607,"All OA; Green, Published",Preprint,"Huang, Xiaoqiang; Pearce, Robin; Zhang, Yang",Blank,,"Huang, Xiaoqiang (University of Michigan); Pearce, Robin (University of Michigan); Zhang, Yang (University of Michigan)",University of Michigan,grid.214458.e,United States,,3,3,,,5,https://www.biorxiv.org/content/biorxiv/early/2020/03/31/2020.03.28.013607.full.pdf,https://app.dimensions.ai/details/publication/pub.1126020192,1108 Medical Microbiology; 11 Medical and Health Sciences,,Blank,Blank,2020-03-31
70,pub.1125994988,10.1634/theoncologist.2020-0221,32227551,,Cancer Research Ethics and COVID‐19,Blank,Blank,The Oncologist,,,2020-03-30,2020,,,,All OA; Gold,Article,"Shuman, Andrew G.; Pentz, Rebecca D.",Blank,,"Shuman, Andrew G. (University of Michigan; University of Michigan); Pentz, Rebecca D. (Emory University)",University of Michigan; Emory University,grid.214458.e; grid.189967.8,United States; United States,,3,3,,,17,https://theoncologist.onlinelibrary.wiley.com/doi/pdfdirect/10.1634/theoncologist.2020-0221,https://app.dimensions.ai/details/publication/pub.1125994988,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,,Blank,Blank,2020-03-30
24,pub.1125952728,10.1101/2020.03.23.20041848,,,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,Blank,Blank,medRxiv,,,2020-03-27,2020,,,2020.03.23.20041848,"All OA; Green, Published",Article,"Gu, Tian; Chu, Qiao; Yu, Zhangsheng; Fa, Botao; Li, Anqi; Xu, Lei; Wu, Ruijun; He, Yaping",Blank,,"Gu, Tian (University of Michigan); Chu, Qiao (Shanghai Jiao Tong University); Yu, Zhangsheng (Shanghai Jiao Tong University); Fa, Botao (Shanghai Jiao Tong University); Li, Anqi (East China Normal University); Xu, Lei (Shanghai Jiao Tong University); Wu, Ruijun (East China Normal University); He, Yaping (Shanghai Jiao Tong University)",University of Michigan; Shanghai Jiao Tong University; East China Normal University,grid.214458.e; grid.16821.3c; grid.22069.3f,United States; China; China,,2,2,,,3,https://www.medrxiv.org/content/medrxiv/early/2020/04/03/2020.03.23.20041848.full.pdf,https://app.dimensions.ai/details/publication/pub.1125952728,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-03-27
4,pub.1125949138,10.1101/2020.03.25.20043489,,,UV Sterilization of Personal Protective Equipment with Idle Laboratory Biosafety Cabinets During the Covid-19 Pandemic,Blank,Blank,medRxiv,,,2020-03-27,2020,,,2020.03.25.20043489,"All OA; Green, Published",Article,"Division, Cleveland Clinic Lerner Research Institute Theory; Card, Kyle J; Crozier, Dena; Dhawan, Andrew; Dinh, Mina; Dolson, Emily; Farrokhian, Nathan; Gopalakrishnan, Vishhvaan; Ho, Emily; Jagdish, Tanush; King, Eshan S; Krishnan, Nikhil; Kuzmin, Gleb; Maltas, Jeff; Mo, Jinhan; Pelesko, Julia; Scarborough, Jessica A; Scott, Jacob G; Sedor, Geoff; Tian, Enze; Weaver, Davis T",Blank,,"Division, Cleveland Clinic Lerner Research Institute Theory (Michigan State University); Card, Kyle J (Michigan State University); Crozier, Dena (); Dhawan, Andrew (); Dinh, Mina (); Dolson, Emily (); Farrokhian, Nathan (); Gopalakrishnan, Vishhvaan (); Ho, Emily (); Jagdish, Tanush (Harvard University); King, Eshan S (); Krishnan, Nikhil (); Kuzmin, Gleb (); Maltas, Jeff (University of Michigan); Mo, Jinhan (Tsinghua University); Pelesko, Julia (); Scarborough, Jessica A (); Scott, Jacob G (); Sedor, Geoff (); Tian, Enze (Massachusetts Institute of Technology); Weaver, Davis T ()",Tsinghua University; Harvard University; Massachusetts Institute of Technology; University of Michigan; Michigan State University,grid.12527.33; grid.38142.3c; grid.116068.8; grid.214458.e; grid.17088.36,China; United States; United States; United States; United States,,3,3,,,151,https://www.medrxiv.org/content/medrxiv/early/2020/04/15/2020.03.25.20043489.full.pdf,https://app.dimensions.ai/details/publication/pub.1125949138,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-03-27
4,pub.1125925307,10.1101/2020.03.24.20042556,,,Home collection of nasal swabs for detection of influenza in the Household Influenza Vaccine Evaluation Study,Blank,Blank,medRxiv,,,2020-03-26,2020,,,2020.03.24.20042556,"All OA; Green, Published",Article,"Malosh, Ryan E; Petrie, Joshua G; Callear, Amy P; Monto, Arnold S; Martin, Emily Toth",Blank,,"Malosh, Ryan E (University of Michigan); Petrie, Joshua G (University of Michigan); Callear, Amy P (University of Michigan); Monto, Arnold S (University of Michigan); Martin, Emily Toth (University of Michigan)",University of Michigan,grid.214458.e,United States,,2,2,,,3,https://www.medrxiv.org/content/medrxiv/early/2020/03/26/2020.03.24.20042556.full.pdf,https://app.dimensions.ai/details/publication/pub.1125925307,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-03-26
