Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
7,pub.1124769413,10.1101/2020.02.06.20020941,,,Analysis of the epidemic growth of the early 2019-nCoV outbreak using internationally confirmed cases,Blank,Blank,medRxiv,,,2020-02-09,2020,,,2020.02.06.20020941,"All OA; Green, Published",Article,"Zhao, Qingyuan; Chen, Yang; Small, Dylan S",Blank,,"Zhao, Qingyuan (University of Cambridge); Chen, Yang (University of Michigan); Small, Dylan S (University of Pennsylvania)",University of Pennsylvania; University of Michigan; University of Cambridge,grid.25879.31; grid.214458.e; grid.5335.0,United States; United States; United Kingdom,,3,3,,,20,https://www.medrxiv.org/content/medrxiv/early/2020/02/09/2020.02.06.20020941.full.pdf,https://app.dimensions.ai/details/publication/pub.1124769413,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-02-09
45,pub.1124599772,10.15171/ijoem.2020.1921,32020915,PMC7205509,The Novel Coronavirus: A Bird's Eye View.,Blank,Blank,The International Journal of Occupational and Environmental Medicine,,"Animals; Betacoronavirus; China; Coronavirus; Coronavirus Infections; Disease Outbreaks; Disease Reservoirs; Humans; Pandemics; Pneumonia, Viral; Zoonoses",2020-02-05,2020,11,2,65-71,All OA; Gold,Article,"Habibzadeh, Parham; Stoneman, Emily K.",Blank,,"Habibzadeh, Parham (Shiraz University of Medical Sciences); Stoneman, Emily K. (University of Michigan)",University of Michigan; Shiraz University of Medical Sciences,grid.214458.e; grid.412571.4,United States; Iran,,21,21,,,,https://www.theijoem.com/ijoem/index.php/ijoem/article/download/1921/1195,https://app.dimensions.ai/details/publication/pub.1124599772,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-02-05
45,pub.1124581642,10.3390/jcm9020388,32024089,PMC7074332,Estimating the Unreported Number of Novel Coronavirus (2019-nCoV) Cases in China in the First Half of January 2020: A Data-Driven Modelling Analysis of the Early Outbreak,Blank,Blank,Journal of Clinical Medicine,,,2020-02-01,2020,9,2,388,All OA; Gold,Article,"Zhao, Shi; Musa, Salihu S.; Lin, Qianying; Ran, Jinjun; Yang, Guangpu; Wang, Weiming; Lou, Yijun; Yang, Lin; Gao, Daozhou; He, Daihai; Wang, Maggie H.",Blank,,"Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong); Musa, Salihu S. (Hong Kong Polytechnic University); Lin, Qianying (University of Michigan); Ran, Jinjun (University of Hong Kong); Yang, Guangpu (Chinese University of Hong Kong); Wang, Weiming (Huaiyin Normal University); Lou, Yijun (Hong Kong Polytechnic University); Yang, Lin (Hong Kong Polytechnic University); Gao, Daozhou (Shanghai Normal University); He, Daihai (Hong Kong Polytechnic University); Wang, Maggie H. (Chinese University of Hong Kong; Chinese University of Hong Kong)",Chinese University of Hong Kong; Hong Kong Polytechnic University; Shanghai Normal University; University of Michigan; University of Hong Kong; Huaiyin Normal University,grid.10784.3a; grid.16890.36; grid.412531.0; grid.214458.e; grid.194645.b; grid.410738.9,China; China; China; United States; China; China,,48,48,,,27,https://www.mdpi.com/2077-0383/9/2/388/pdf,https://app.dimensions.ai/details/publication/pub.1124581642,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-02-01
8,pub.1124648072,10.15171/ijoem.2020.1921,,,The Novel Coronavirus: A Bird’s Eye View,Blank,Blank,The International Journal of Occupational and Environmental Medicine,,,2020-02,2020,0,0,1921-65-71,All OA; Gold,Article,"Habibzadeh, Parham; Stoneman, Emily K",Blank,,"Habibzadeh, Parham (Shiraz University of Medical Sciences); Stoneman, Emily K (University of Michigan)",University of Michigan; Shiraz University of Medical Sciences,grid.214458.e; grid.412571.4,United States; Iran,,0,0,,,9,https://www.theijoem.com/ijoem/index.php/ijoem/article/download/1921/1195,https://app.dimensions.ai/details/publication/pub.1124648072,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-02
0,pub.1123511161,10.1007/s10875-019-00731-3,31853824,PMC7086538,A Germline Mutation in the C2 Domain of PLCγ2 Associated with Gain-of-Function Expands the Phenotype for PLCG2-Related Diseases,Blank,Blank,Journal of Clinical Immunology,,,2020-02,2020,40,2,267-276,All OA; Gold,Article,"Novice, Taylor; Kariminia, Amina; Del Bel, Kate L.; Lu, Henry; Sharma, Mehul; Lim, Chinten J.; Read, Jay; Lugt, Mark Vander; Hannibal, Mark C.; O’Dwyer, David; Hosler, Mirie; Scharnitz, Thomas; Rizzo, Jason M; Zacur, Jennifer; Priatel, John; Abdossamadi, Sayeh; Bohm, Alexandra; Junker, Anne; Turvey, Stuart E.; Schultz, Kirk R.; Rozmus, Jacob",Blank,"Rozmus, Jacob (University of British Columbia; British Columbia Children's Hospital)","Novice, Taylor (University of Michigan); Kariminia, Amina (British Columbia Children's Hospital); Del Bel, Kate L. (British Columbia Children's Hospital); Lu, Henry (British Columbia Children's Hospital); Sharma, Mehul (British Columbia Children's Hospital); Lim, Chinten J. (British Columbia Children's Hospital); Read, Jay (University of Michigan); Lugt, Mark Vander (University of Michigan); Hannibal, Mark C. (University of Michigan); O’Dwyer, David (University of Michigan); Hosler, Mirie (University of Michigan); Scharnitz, Thomas (University of Michigan); Rizzo, Jason M (University of Michigan); Zacur, Jennifer (University of Michigan); Priatel, John (British Columbia Children's Hospital); Abdossamadi, Sayeh (British Columbia Children's Hospital); Bohm, Alexandra (British Columbia Children's Hospital); Junker, Anne (University of British Columbia); Turvey, Stuart E. (University of British Columbia); Schultz, Kirk R. (University of British Columbia; British Columbia Children's Hospital); Rozmus, Jacob (University of British Columbia; British Columbia Children's Hospital)",University of British Columbia; British Columbia Children's Hospital; University of Michigan,grid.17091.3e; grid.414137.4; grid.214458.e,Canada; Canada; United States,Cincinnati Children's Hospital Medical Center; Canadian Child Health Clinician Scientist Program,0,0,,,3,https://link.springer.com/content/pdf/10.1007/s10875-019-00731-3.pdf,https://app.dimensions.ai/details/publication/pub.1123511161,11 Medical and Health Sciences; 1107 Immunology,,Blank,Blank,2020-02
119,pub.1127161630,10.1080/0886022x.2020.1756323,32340507,,Survival rate in acute kidney injury superimposed COVID-19 patients: a systematic review and meta-analysis,Blank,Blank,Renal Failure,,"Acute Kidney Injury; Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral; Renal Replacement Therapy; Survival Rate",2020-01-01,2020,42,1,393-397,All OA; Gold,Article,"Ali, Hatem; Daoud, Ahmed; Mohamed, Mahmoud M; Salim, Sohail Abdul; Yessayan, Lenar; Baharani, Jyoti; Murtaza, Asam; Rao, Vinaya; Soliman, Karim M",Blank,,"Ali, Hatem (University Hospitals Birmingham NHS Foundation Trust); Daoud, Ahmed (Cairo University); Mohamed, Mahmoud M (University of Tennessee at Knoxville); Salim, Sohail Abdul (University of Mississippi Medical Center); Yessayan, Lenar (University of Michigan); Baharani, Jyoti (University Hospitals Birmingham NHS Foundation Trust); Murtaza, Asam (Walsall Manor Hospital); Rao, Vinaya (Medical University of South Carolina); Soliman, Karim M (Medical University of South Carolina)",Walsall Manor Hospital; Cairo University; University of Mississippi Medical Center; University of Michigan; Medical University of South Carolina; University Hospitals Birmingham NHS Foundation Trust; University of Tennessee at Knoxville,grid.416394.d; grid.7776.1; grid.410721.1; grid.214458.e; grid.259828.c; grid.412563.7; grid.411461.7,United Kingdom; Egypt; United States; United States; United States; United Kingdom; United States,,0,0,,,9,https://www.tandfonline.com/doi/pdf/10.1080/0886022X.2020.1756323?needAccess=true,https://app.dimensions.ai/details/publication/pub.1127161630,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-01-01
38,pub.1125932538,10.2139/ssrn.3555247,,,"Epidemiological, Clinical, Radiological Characteristics and Outcomes of Medical Staff with COVID-19 in Wuhan, China: A Single-Centered, Retrospective Case Series Analysis",Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Liu, Jie; Ouyang, Liu; Fu, Peng; Cao, Yukun; Yang, Dan; Han, Xiaoyu; Alwalid, Osamah; Wu, Hanping; Tao, Juan; Peng, Shuyi; Shi, Heshui; Yang, Fan; Zheng, Chuansheng",Blank,,"Liu, Jie (); Ouyang, Liu (); Fu, Peng (); Cao, Yukun (); Yang, Dan (); Han, Xiaoyu (); Alwalid, Osamah (); Wu, Hanping (University of Michigan); Tao, Juan (); Peng, Shuyi (); Shi, Heshui (); Yang, Fan (); Zheng, Chuansheng ()",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1125932538,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020
21,pub.1125953794,10.2139/ssrn.3562070,,,COVID-19 Evolves in Human Hosts,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Li, Yanni; Liu, Bing; Cui, Jiangtao; Wang, Zhi; Shen, Yulong; Xu, Yueshen; Yao, Kaicheng; Guan, Yuanfang",Blank,,"Li, Yanni (Xidian University); Liu, Bing (Peking University); Cui, Jiangtao (Xidian University); Wang, Zhi (Xidian University); Shen, Yulong (Xidian University); Xu, Yueshen (Xidian University); Yao, Kaicheng (Xidian University); Guan, Yuanfang (University of Michigan)",Xidian University; Peking University; University of Michigan,grid.440736.2; grid.11135.37; grid.214458.e,China; China; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1125953794,1108 Medical Microbiology; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020
21,pub.1127366443,10.2139/ssrn.3587704,,,Building an Open Resources Repository for Covid-19 Research,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Hu, Tao; Guan, Weihe Wendy; Zhu, Xinyan; Shao, Yuanzheng; Liu, Lingbo; Du, Jing; Liu, Hongqiang; Zhou, Huan; Wang, Jialei; She, Bing; Zhang, Luyao; Li, Zhibin; Wang, Peixiao; Tang, Yicheng; Hou, Ruizhi; Li, Yun; Sha, Dexuan; Yang, Yifan; Lewis, Ben; Kakkar, Devika; Bao, Shuming",Blank,,"Hu, Tao (Harvard University); Guan, Weihe Wendy (Harvard University); Zhu, Xinyan (Wuhan University); Shao, Yuanzheng (Wuhan University); Liu, Lingbo (Wuhan University); Du, Jing (Wuhan University); Liu, Hongqiang (Shandong University of Science and Technology); Zhou, Huan (Wuhan University); Wang, Jialei (Wuhan University); She, Bing (University of Michigan); Zhang, Luyao (East China Normal University); Li, Zhibin (Harvard University); Wang, Peixiao (Fuzhou University); Tang, Yicheng (); Hou, Ruizhi (East China Normal University); Li, Yun (George Mason University); Sha, Dexuan (George Mason University); Yang, Yifan (); Lewis, Ben (Harvard University); Kakkar, Devika (Harvard University); Bao, Shuming ()",Wuhan University; University of Michigan; Shandong University of Science and Technology; East China Normal University; George Mason University; Fuzhou University; Harvard University,grid.49470.3e; grid.214458.e; grid.412508.a; grid.22069.3f; grid.22448.38; grid.411604.6; grid.38142.3c,China; United States; China; China; United States; China; United States,,0,0,,,1,,https://app.dimensions.ai/details/publication/pub.1127366443,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020
3,pub.1126049416,10.2139/ssrn.3565270,,,Re-Analysis of the Relative Transmissibility of Asymptomatic Cases among Close Contacts,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"He, Daihai; Zhao, Shi; Lin, Qianying; Zhuang, Zian; Cao, Peihua; Wang, Maggie H.; Yang, Lin",Blank,,"He, Daihai (Hong Kong Polytechnic University); Zhao, Shi (); Lin, Qianying (University of Michigan); Zhuang, Zian (Hong Kong Polytechnic University); Cao, Peihua (Southern Medical University); Wang, Maggie H. (); Yang, Lin (Hong Kong Polytechnic University)",Hong Kong Polytechnic University; University of Michigan; Southern Medical University,grid.16890.36; grid.214458.e; grid.284723.8,China; United States; China,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1126049416,1108 Medical Microbiology; 11 Medical and Health Sciences,,Blank,Blank,2020
1,pub.1127143330,10.2139/ssrn.3584330,,,COVID-19 and Us Tax Policy: What Needs to Change?,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Avi-Yonah, Reuven S.",Blank,,"Avi-Yonah, Reuven S. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,10,,https://app.dimensions.ai/details/publication/pub.1127143330,1608 Sociology; 16 Studies in Human Society,,Blank,Blank,2020
0,pub.1125903809,10.2139/ssrn.3559926,,,May Hospitals Withhold Ventilators from COVID-19 Patients with Pre-Existing Disabilities? Notes on the Law and Ethics of Disability-Based Medical Rationing,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Bagenstos, Samuel R.",Blank,,"Bagenstos, Samuel R. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,392,,https://app.dimensions.ai/details/publication/pub.1125903809,18 Law and Legal Studies; 1801 Law,4 Quality Education,Blank,Blank,2020
0,pub.1122412915,10.1016/bs.ircmb.2019.10.005,32138901,,Endoplasmic reticulum in viral infection,Blank,Blank,International Review of Cytology,Biology of the Endoplasmic Reticulum,,2020,2020,350,,265-284,Closed,Chapter,"Bagchi, Parikshit",Blank,"Bagchi, Parikshit (University of Michigan)","Bagchi, Parikshit (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1122412915,0601 Biochemistry and Cell Biology; 06 Biological Sciences,,Blank,Blank,2020
0,pub.1126057314,10.2139/ssrn.3548926,,,Is the Phone Mightier than the Virus? Cell Phone Access and Epidemic Containment Efforts,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Gonzalez, Robert M; Maffioli, Elisa M.",Blank,,"Gonzalez, Robert M (); Maffioli, Elisa M. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1126057314,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020
0,pub.1120489851,10.1007/978-3-030-21840-9_4,,PMC7121855,Risk Factors and Etiologies of Pediatric Acute Respiratory Distress Syndrome,Blank,Blank,,Pediatric Acute Respiratory Distress Syndrome,,2020,2020,,,33-46,Closed,Chapter,"Kohne, Joseph G.; Flori, Heidi R.",Blank,"Flori, Heidi R. (University of Michigan)","Kohne, Joseph G. (University of Michigan); Flori, Heidi R. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1120489851,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020
0,pub.1127505892,10.2139/ssrn.3576538,,,Taxation and Business: The Human Rights Dimension of Corporate Tax Practices,Blank,Blank,SSRN Electronic Journal,,,2020,2020,,,,"All OA; Green, Accepted & Submitted",Preprint,"Avi-Yonah, Reuven S.",Blank,,"Avi-Yonah, Reuven S. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1127505892,18 Law and Legal Studies; 1402 Applied Economics; 1801 Law; 14 Economics,,Blank,Blank,2020
0,pub.1125346137,10.1016/bs.ant.2020.01.001,,,Neuropathy target esterase (NTE/PNPLA6) and organophosphorus compound-induced delayed neurotoxicity (OPIDN),Blank,Blank,Advances in Neurotoxicology,Neurotoxicity of Pesticides,,2020,2020,4,,1-78,All OA; Gold,Chapter,"Richardson, Rudy J.; Fink, John K.; Glynn, Paul; Hufnagel, Robert B.; Makhaeva, Galina F.; Wijeyesakere, Sanjeeva J.",Blank,"Richardson, Rudy J. (University of Michigan; University of Michigan; University of Michigan; University of Michigan)","Richardson, Rudy J. (University of Michigan; University of Michigan; University of Michigan; University of Michigan); Fink, John K. (University of Michigan); Glynn, Paul (University of Leicester); Hufnagel, Robert B. (National Eye Institute); Makhaeva, Galina F. (Institute of Physiologically Active Compounds); Wijeyesakere, Sanjeeva J. (University of Michigan)",Institute of Physiologically Active Compounds; National Eye Institute; University of Leicester; University of Michigan,grid.465340.0; grid.280030.9; grid.9918.9; grid.214458.e,Russia; United States; United Kingdom; United States,,0,0,,,,https://doi.org/10.1016/bs.ant.2020.01.001,https://app.dimensions.ai/details/publication/pub.1125346137,1109 Neurosciences; 11 Medical and Health Sciences,,Blank,Blank,2020
205,pub.1126764007,10.1172/jci.insight.139292,32302293,,"COVID-19 in older adults: clinical, psychosocial, and public health considerations",Blank,Blank,JCI Insight,,,2020-04-17,2020,,,,All OA; Gold,Article,"Mills, John P; Kaye, Keith S; Mody, Lona",Blank,"Mills, John P (University of Michigan)","Mills, John P (University of Michigan); Kaye, Keith S (University of Michigan); Mody, Lona (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,64,http://insight.jci.org/articles/view/139292/files/pdf,https://app.dimensions.ai/details/publication/pub.1126764007,1605 Policy and Administration; 11 Medical and Health Sciences; 1103 Clinical Sciences; 16 Studies in Human Society,,Blank,Blank,2020-04-17
190,pub.1125952501,10.1001/jamaoto.2020.0780,32232423,,Safety Recommendations for Evaluation and Surgery of the Head and Neck During the COVID-19 Pandemic,Blank,Blank,JAMA Otolaryngology - Head & Neck Surgery,,,2020-03-31,2020,146,6,,All OA; Gold,Article,"Givi, Babak; Schiff, Bradley A.; Chinn, Steven B.; Clayburgh, Daniel; Iyer, N. Gopalakrishna; Jalisi, Scharukh; Moore, Michael G.; Nathan, Cherie-Ann; Orloff, Lisa A.; O’Neill, James P.; Parker, Noah; Zender, Chad; Morris, Luc G. T.; Davies, Louise",Blank,"Givi, Babak (New York University)","Givi, Babak (New York University); Schiff, Bradley A. (Montefiore Medical Center); Chinn, Steven B. (University of Michigan); Clayburgh, Daniel (Oregon Health & Science University); Iyer, N. Gopalakrishna (National Cancer Centre Singapore); Jalisi, Scharukh (Beth Israel Deaconess Medical Center); Moore, Michael G. (Indiana University – Purdue University Indianapolis); Nathan, Cherie-Ann (Louisiana State University); Orloff, Lisa A. (Lucile Packard Children's Hospital); O’Neill, James P. (); Parker, Noah (Indiana University – Purdue University Indianapolis); Zender, Chad (University of Cincinnati); Morris, Luc G. T. (Memorial Sloan Kettering Cancer Center); Davies, Louise (White River Junction VA Medical Center)",Beth Israel Deaconess Medical Center; Memorial Sloan Kettering Cancer Center; New York University; University of Michigan; Oregon Health & Science University; Montefiore Medical Center; White River Junction VA Medical Center; Lucile Packard Children's Hospital; Indiana University – Purdue University Indianapolis; Louisiana State University; University of Cincinnati; National Cancer Centre Singapore,grid.239395.7; grid.51462.34; grid.137628.9; grid.214458.e; grid.5288.7; grid.240283.f; grid.413726.5; grid.414123.1; grid.257413.6; grid.64337.35; grid.24827.3b; grid.410724.4,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; Singapore,,14,14,,,108,https://jamanetwork.com/journals/jamaotolaryngology/articlepdf/2764032/jamaotolaryngology_givi_2020_sc_200001.pdf,https://app.dimensions.ai/details/publication/pub.1125952501,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-03-31
179,pub.1126385802,10.1002/hed.26164,32270581,,COVID‐19 pandemic: Effects and evidence‐based recommendations for otolaryngology and head and neck surgery practice,Blank,Blank,Head & Neck,,,2020-04-15,2020,,,,All OA; Gold,Article,"Kowalski, Luiz P.; Sanabria, Alvaro; Ridge, John A.; Ng, Wai Tong; Bree, Remco; Rinaldo, Alessandra; Takes, Robert P.; Mäkitie, Antti A.; Carvalho, Andre L.; Bradford, Carol R.; Paleri, Vinidh; Hartl, Dana M.; Poorten, Vincent Vander; Nixon, Iain J.; Piazza, Cesare; Lacy, Peter; Rodrigo, Juan P.; Guntinas‐Lichius, Orlando; Mendenhall, William M.; D'Cruz, Anil; Lee, Anne W. M.; Ferlito, Alfio",Blank,,"Kowalski, Luiz P. (University of Sao Paulo; AC Camargo Hospital); Sanabria, Alvaro (University of Antioquia); Ridge, John A. (Temple University Health System); Ng, Wai Tong (Pamela Youde Nethersole Eastern Hospital); Bree, Remco (University Medical Center Utrecht); Rinaldo, Alessandra (University of Udine); Takes, Robert P. (Radboud University Nijmegen Medical Centre); Mäkitie, Antti A. (Helsinki University Central Hospital; University of Helsinki; Karolinska University Hospital); Carvalho, Andre L. (International Agency For Research On Cancer); Bradford, Carol R. (University of Michigan); Paleri, Vinidh (Royal Marsden Hospital); Hartl, Dana M. (University of Paris-Sud); Poorten, Vincent Vander (KU Leuven; Universitaire Ziekenhuizen Leuven); Nixon, Iain J. (University of Edinburgh); Piazza, Cesare (); Lacy, Peter (Beaumont Hospital); Rodrigo, Juan P. (); Guntinas‐Lichius, Orlando (Jena University Hospital); Mendenhall, William M. (University of Florida); D'Cruz, Anil (Tata Memorial Hospital); Lee, Anne W. M. (University of Hong Kong); Ferlito, Alfio ()",Universitaire Ziekenhuizen Leuven; Temple University Health System; University of Antioquia; Radboud University Nijmegen Medical Centre; KU Leuven; Beaumont Hospital; University of Helsinki; Tata Memorial Hospital; University of Florida; Jena University Hospital; International Agency For Research On Cancer; University Medical Center Utrecht; University of Hong Kong; Karolinska University Hospital; University of Paris-Sud; Pamela Youde Nethersole Eastern Hospital; University of Edinburgh; Royal Marsden Hospital; AC Camargo Hospital; University of Michigan; Helsinki University Central Hospital; University of Udine; University of Sao Paulo,grid.410569.f; grid.412530.1; grid.412881.6; grid.10417.33; grid.5596.f; grid.414315.6; grid.7737.4; grid.410871.b; grid.15276.37; grid.275559.9; grid.17703.32; grid.7692.a; grid.194645.b; grid.24381.3c; grid.5842.b; grid.417134.4; grid.4305.2; grid.424926.f; grid.413320.7; grid.214458.e; grid.15485.3d; grid.5390.f; grid.11899.38,Belgium; United States; Colombia; Netherlands; Belgium; Ireland; Finland; India; United States; Germany; France; Netherlands; China; Sweden; France; China; United Kingdom; United Kingdom; Brazil; United States; Finland; Italy; Brazil,,3,3,,,5,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hed.26164,https://app.dimensions.ai/details/publication/pub.1126385802,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04-15
178,pub.1126881810,10.1089/hs.2020.0036,32320327,,Respiratory Protection Considerations for Healthcare Workers During the COVID-19 Pandemic,Blank,Blank,Health Security,,,2020-04-22,2020,,,,All OA; Gold,Article,"Friese, Christopher R.; Veenema, Tener Goodwin; Johnson, James S.; Jayaraman, Sundaresan; Chang, James C.; Clever, Linda Hawes",Blank,"Veenema, Tener Goodwin (Johns Hopkins University)","Friese, Christopher R. (University of Michigan); Veenema, Tener Goodwin (Johns Hopkins University); Johnson, James S. (); Jayaraman, Sundaresan (Georgia Institute of Technology); Chang, James C. (); Clever, Linda Hawes ()",Georgia Institute of Technology; Johns Hopkins University; University of Michigan,grid.213917.f; grid.21107.35; grid.214458.e,United States; United States; United States,National Cancer Institute,0,0,,,10,https://www.liebertpub.com/doi/pdf/10.1089/hs.2020.0036,https://app.dimensions.ai/details/publication/pub.1126881810,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-22
178,pub.1126703036,10.1002/hep.31281,32298473,,Clinical Best Practice Advice for Hepatology and Liver Transplant Providers During the COVID‐19 Pandemic: AASLD Expert Panel Consensus Statement,Blank,Blank,Hepatology,,,2020-04-16,2020,,,,All OA; Gold,Article,"Fix, Oren K.; Hameed, Bilal; Fontana, Robert J.; Kwok, Ryan M.; McGuire, Brendan M.; Mulligan, David C.; Pratt, Daniel S.; Russo, Mark W.; Schilsky, Michael L.; Verna, Elizabeth C.; Loomba, Rohit; Cohen, David E.; Bezerra, Jorge A.; Reddy, K. Rajender; Chung, Raymond T.",Blank,,"Fix, Oren K. (Swedish Medical Center); Hameed, Bilal (University of California, San Francisco); Fontana, Robert J. (University of Michigan); Kwok, Ryan M. (Uniformed Services University of the Health Sciences); McGuire, Brendan M. (University of Alabama at Birmingham); Mulligan, David C. (Yale University); Pratt, Daniel S. (Massachusetts General Hospital); Russo, Mark W. (Carolinas Medical Center); Schilsky, Michael L. (Yale University); Verna, Elizabeth C. (Columbia University); Loomba, Rohit (University of California, San Diego); Cohen, David E. (Cornell University); Bezerra, Jorge A. (Cincinnati Children's Hospital Medical Center); Reddy, K. Rajender (University of Pennsylvania); Chung, Raymond T. (Massachusetts General Hospital)","Columbia University; University of Alabama at Birmingham; University of California, San Francisco; Uniformed Services University of the Health Sciences; University of Pennsylvania; Swedish Medical Center; Yale University; University of Michigan; Cornell University; Carolinas Medical Center; Cincinnati Children's Hospital Medical Center; University of California, San Diego; Massachusetts General Hospital",grid.21729.3f; grid.265892.2; grid.266102.1; grid.265436.0; grid.25879.31; grid.281044.b; grid.47100.32; grid.214458.e; grid.5386.8; grid.239494.1; grid.239573.9; grid.266100.3; grid.32224.35,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,42,https://aasldpubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hep.31281,https://app.dimensions.ai/details/publication/pub.1126703036,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04-16
175,pub.1126277525,10.1213/ane.0000000000004856,32265365,PMC7173093,Obstetric Anesthesia During the COVID-19 Pandemic.,Blank,Blank,Anesthesia & Analgesia,,,2020-04,2020,,,1,All OA; Gold,Article,"Bauer, Melissa; Bernstein, Kyra; Dinges, Emily; Delgado, Carlos; El-Sharawi, Nadir; Sultan, Pervez; Mhyre, Jill M; Landau, Ruth",Blank,,"Bauer, Melissa (University of Michigan); Bernstein, Kyra (Columbia University); Dinges, Emily (University of Washington); Delgado, Carlos (University of Washington); El-Sharawi, Nadir (University of Arkansas for Medical Sciences); Sultan, Pervez (Stanford University); Mhyre, Jill M (University of Arkansas for Medical Sciences); Landau, Ruth (Columbia University)",University of Washington; University of Arkansas for Medical Sciences; Stanford University; Columbia University; University of Michigan,grid.34477.33; grid.241054.6; grid.168010.e; grid.21729.3f; grid.214458.e,United States; United States; United States; United States; United States,,1,1,,,27,https://journals.lww.com/anesthesia-analgesia/Abstract/publishahead/Obstetric_Anesthesia_During_the_COVID_19_Pandemic.95696.aspx,https://app.dimensions.ai/details/publication/pub.1126277525,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04
